,pred
2998,True
2999,False
3000,True
3001,True
3002,False
3003,False
3004,False
3005,False
3006,True
3007,False
3008,True
3009,True
3010,True
3011,True
3012,True
3013,False
3014,False
3015,False
3016,True
3017,True
3018,True
3019,False
3020,False
3021,True
3022,False
3023,True
3024,False
3025,True
3026,True
3027,False
3028,False
3029,True
3030,False
3031,True
3032,False
3033,True
3034,True
3035,False
3036,True
3037,False
3038,True
3039,True
3040,False
3041,True
3042,False
3043,True
3044,True
3045,True
3046,False
3047,False
3048,False
3049,True
3050,True
3051,False
3052,False
3053,True
3054,False
3055,False
3056,True
3057,True
3058,False
3059,True
3060,True
3061,False
3062,True
3063,True
3064,False
3065,True
3066,False
3067,True
3068,True
3069,False
3070,True
3071,False
3072,False
3073,False
3074,False
3075,False
3076,True
3077,False
3078,False
3079,False
3080,True
3081,True
3082,True
3083,True
3084,False
3085,False
3086,False
3087,True
3088,False
3089,False
3090,False
3091,False
3092,True
3093,True
3094,False
3095,True
3096,True
3097,True
3098,True
3099,False
3100,False
3101,True
3102,True
3103,False
3104,False
3105,False
3106,True
3107,False
3108,True
3109,True
3110,False
3111,False
3112,False
3113,False
3114,True
3115,True
3116,True
3117,True
3118,True
3119,True
3120,True
3121,False
3122,True
3123,False
3124,False
3125,True
3126,True
3127,False
3128,True
3129,True
3130,True
3131,False
3132,False
3133,False
3134,False
3135,True
3136,True
3137,True
3138,False
3139,False
3140,True
3141,False
3142,False
3143,False
3144,False
3145,False
3146,False
3147,False
3148,True
3149,False
3150,False
3151,False
3152,True
3153,False
3154,False
3155,False
3156,True
3157,False
3158,False
3159,False
3160,False
3161,True
3162,False
3163,True
3164,True
3165,False
3166,False
3167,False
3168,True
3169,False
3170,True
3171,False
3172,True
3173,True
3174,True
3175,True
3176,False
3177,False
3178,False
3179,True
3180,True
3181,False
3182,False
3183,True
3184,False
3185,False
3186,True
3187,True
3188,False
3189,True
3190,True
3191,False
3192,False
3193,True
3194,True
3195,True
3196,True
3197,True
3198,False
3199,True
3200,True
3201,True
3202,False
3203,False
3204,True
3205,False
3206,True
3207,True
3208,True
3209,True
3210,True
3211,False
3212,True
3213,True
3214,True
3215,True
3216,True
3217,True
3218,True
3219,True
3220,True
3221,True
3222,False
3223,False
3224,False
3225,False
3226,True
3227,False
3228,False
3229,True
3230,False
3231,False
3232,False
3233,False
3234,False
3235,True
3236,False
3237,False
3238,False
3239,True
3240,False
3241,False
3242,False
3243,True
3244,False
3245,True
3246,True
3247,False
3248,False
3249,False
3250,True
3251,False
3252,False
3253,True
3254,False
3255,False
3256,True
3257,True
3258,False
3259,False
3260,True
3261,False
3262,True
3263,False
3264,False
3265,False
3266,True
3267,True
3268,False
3269,True
3270,True
3271,False
3272,False
3273,False
3274,True
3275,False
3276,False
3277,False
3278,False
3279,True
3280,True
3281,False
3282,False
3283,True
3284,True
3285,True
3286,False
3287,True
3288,False
3289,True
3290,True
3291,True
3292,True
3293,False
3294,True
3295,True
3296,True
3297,False
3298,False
3299,False
3300,False
3301,False
3302,True
3303,True
3304,True
3305,False
3306,True
3307,True
3308,True
3309,False
3310,False
3311,True
3312,True
3313,True
3314,False
3315,True
3316,False
3317,False
3318,False
3319,True
3320,False
3321,True
3322,False
3323,False
3324,True
3325,False
3326,True
3327,True
3328,False
3329,True
3330,False
3331,True
3332,False
3333,True
3334,False
3335,False
3336,True
3337,False
3338,True
3339,True
3340,True
3341,True
3342,True
3343,True
3344,True
3345,True
3346,False
