,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Way,Spend
1863,0,0,5,2,31.0,0,1062.0,0.0,802.0,71.0,0.0,02,1935.0
1864,0,0,4,2,17.0,0,0.0,0.0,249.0,537.0,5.0,02,791.0
1865,0,0,6,1,30.0,0,231.0,0.0,0.0,274.0,26.0,01,531.0
1866,0,0,5,2,15.0,0,12.0,25.0,197.0,631.0,0.0,02,865.0
1868,0,0,5,2,55.0,0,373.0,1.0,1.0,496.0,0.0,02,871.0
1869,1,0,2,0,28.0,0,5.0,2676.0,13.0,0.0,157.0,10,2851.0
1870,0,0,5,2,33.0,0,673.0,194.0,548.0,59.0,40.0,02,1514.0
1873,0,0,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1874,0,1,6,2,2.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1875,1,0,0,0,30.0,0,0.0,5734.0,0.0,5.0,1.0,10,5740.0
1876,1,0,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
1877,1,1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
1878,1,1,1,0,40.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
1881,1,0,1,0,30.0,1,1250.0,865.0,0.0,3725.0,5416.0,10,11256.0
1882,0,0,5,2,17.0,0,0.0,0.0,0.0,0.0,804.0,02,804.0
1883,0,0,5,2,19.0,0,1139.0,18.0,0.0,0.0,671.0,02,1828.0
1884,1,0,1,0,22.0,0,0.0,5183.0,0.0,1080.0,2.0,10,6265.0
1886,0,0,5,1,36.0,0,0.0,809.0,0.0,86.0,0.0,01,895.0
1888,0,0,4,0,17.0,0,44.0,1535.0,10.0,51.0,0.0,00,1640.0
1890,0,1,6,1,15.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
1891,0,0,6,2,20.0,0,0.0,4.0,429.0,0.0,287.0,02,720.0
1892,0,0,5,0,19.0,0,30.0,1.0,1051.0,0.0,6.0,00,1088.0
1893,0,0,5,1,24.0,0,662.0,0.0,0.0,0.0,9.0,01,671.0
1894,0,0,5,0,43.0,0,0.0,6.0,730.0,1.0,0.0,00,737.0
1895,2,1,5,2,26.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
1896,0,0,5,2,42.0,0,399.0,75.0,38.0,771.0,0.0,02,1283.0
1897,0,0,5,2,21.0,0,6.0,133.0,503.0,0.0,2.0,02,644.0
1898,1,1,1,2,50.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
1899,1,1,1,2,25.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
1901,0,0,5,2,50.0,0,0.0,0.0,0.0,785.0,19.0,02,804.0
1905,0,1,6,0,30.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
1906,0,0,4,2,20.0,0,2.0,0.0,694.0,0.0,22.0,02,718.0
1907,2,0,4,2,31.0,0,162.0,1211.0,4.0,0.0,1.0,22,1378.0
1908,1,0,2,0,26.0,0,281.0,741.0,13.0,0.0,4724.0,10,5759.0
1912,0,1,6,2,25.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1913,0,0,6,2,6.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1914,0,1,6,2,3.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1915,0,1,6,2,11.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1916,0,1,6,2,52.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1917,0,0,5,2,14.0,0,16.0,0.0,0.0,712.0,149.0,02,877.0
1918,0,0,5,2,68.0,0,0.0,286.0,0.0,1739.0,13.0,02,2038.0
1919,0,1,6,1,18.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
1920,0,0,6,2,55.0,0,2.0,0.0,0.0,0.0,907.0,02,909.0
1922,1,0,3,2,34.0,0,0.0,5063.0,0.0,56.0,327.0,12,5446.0
1924,0,1,6,1,38.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
1925,0,0,5,2,13.0,0,12.0,0.0,0.0,0.0,1963.0,02,1975.0
1926,0,1,6,2,19.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1927,1,1,2,2,30.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
1928,1,0,2,2,27.0,1,0.0,0.0,72.0,668.0,2713.0,12,3453.0
1930,1,0,2,0,45.0,0,0.0,3559.0,0.0,3615.0,163.0,10,7337.0
1931,1,0,2,0,28.0,0,167.0,2406.0,71.0,283.0,650.0,10,3577.0
1932,0,0,5,2,23.0,0,177.0,0.0,7.0,0.0,448.0,02,632.0
1933,1,0,3,2,24.0,0,1289.0,3343.0,0.0,4996.0,729.0,12,10357.0
1934,1,0,3,2,23.0,0,9.0,4081.0,0.0,0.0,16.0,12,4106.0
1935,0,0,5,0,29.0,0,270.0,0.0,0.0,25.0,343.0,00,638.0
1936,0,0,6,2,46.0,0,430.0,0.0,340.0,52.0,61.0,02,883.0
1937,0,0,5,1,17.0,0,8.0,911.0,0.0,0.0,0.0,01,919.0
1938,0,0,6,2,20.0,0,0.0,0.0,4.0,35.0,769.0,02,808.0
1939,0,0,5,2,24.0,0,121.0,20.0,0.0,68.0,506.0,02,715.0
1940,1,0,0,2,40.0,0,19.0,10.0,1.0,4759.0,6007.0,12,10796.0
1942,1,0,2,2,38.0,0,0.0,590.0,2640.0,6202.0,99.0,12,9531.0
1943,1,0,0,2,65.0,0,51.0,4451.0,0.0,20.0,397.0,12,4919.0
1944,1,0,0,2,19.0,0,0.0,1342.0,0.0,152.0,556.0,12,2050.0
1945,0,0,5,2,54.0,0,0.0,0.0,872.0,0.0,1.0,02,873.0
1946,0,0,5,0,38.0,0,0.0,717.0,0.0,0.0,0.0,00,717.0
1947,0,0,6,2,40.0,0,51.0,0.0,1.0,368.0,509.0,02,929.0
1949,0,0,5,2,22.0,0,8.0,0.0,801.0,0.0,12.0,02,821.0
1951,2,0,3,2,18.0,0,29.0,0.0,2315.0,0.0,1.0,22,2345.0
1952,2,0,4,2,43.0,0,546.0,0.0,41.0,710.0,0.0,22,1297.0
1954,2,0,5,2,26.0,0,1751.0,0.0,0.0,0.0,0.0,22,1751.0
1955,2,0,3,2,22.0,0,2300.0,0.0,22.0,256.0,0.0,22,2578.0
1956,2,1,5,2,21.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
1957,0,0,5,1,25.0,0,0.0,11.0,0.0,13.0,1344.0,01,1368.0
1958,2,0,5,2,29.0,0,216.0,10.0,611.0,594.0,0.0,22,1431.0
1960,1,1,1,0,29.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
1962,0,0,5,1,45.0,0,0.0,0.0,734.0,3.0,5.0,01,742.0
1963,1,0,2,2,30.0,0,63.0,9314.0,249.0,2624.0,4538.0,12,16788.0
1964,0,0,5,2,29.0,0,776.0,0.0,4.0,0.0,23.0,02,803.0
1966,0,1,6,0,16.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
1967,0,0,6,0,20.0,0,1.0,0.0,0.0,4926.0,1.0,00,4928.0
1968,0,0,6,2,33.0,0,235.0,2.0,1.0,650.0,0.0,02,888.0
1969,0,1,6,2,18.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1970,2,0,5,2,24.0,0,600.0,593.0,1404.0,0.0,1.0,22,2598.0
1971,2,0,5,2,29.0,0,860.0,305.0,18.0,1415.0,0.0,22,2598.0
1972,1,1,1,0,40.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
1973,1,1,3,2,27.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
1974,0,1,6,2,35.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1976,0,1,6,1,26.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
1977,2,0,3,2,49.0,0,0.0,0.0,1058.0,0.0,0.0,22,1058.0
1978,0,1,6,2,23.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
1979,0,1,6,1,23.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
1980,0,1,6,1,14.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
1981,0,0,6,0,21.0,0,770.0,0.0,0.0,40.0,0.0,00,810.0
1982,0,0,6,2,18.0,0,0.0,1.0,0.0,80.0,826.0,02,907.0
1984,0,0,5,2,19.0,0,721.0,62.0,7.0,0.0,0.0,02,790.0
1985,0,0,6,2,22.0,0,624.0,0.0,0.0,0.0,185.0,02,809.0
1986,0,0,5,2,17.0,0,736.0,0.0,2.0,20.0,0.0,02,758.0
1987,0,0,5,1,13.0,0,0.0,2.0,480.0,10.0,176.0,01,668.0
1990,2,1,5,2,16.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
1991,2,0,5,2,20.0,0,1146.0,0.0,0.0,0.0,3.0,22,1149.0
1992,0,0,4,2,20.0,0,75.0,0.0,0.0,1545.0,0.0,02,1620.0
1994,0,0,6,2,61.0,0,2.0,0.0,17.0,868.0,28.0,02,915.0
1995,2,1,5,2,27.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
1996,2,0,5,0,3.0,0,0.0,0.0,0.0,0.0,0.0,20,0.0
1997,2,0,5,0,4.0,0,0.0,0.0,0.0,0.0,0.0,20,0.0
1999,2,1,5,2,19.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2000,0,0,5,2,18.0,0,0.0,0.0,698.0,0.0,0.0,02,698.0
2001,0,0,4,0,66.0,0,0.0,0.0,1610.0,0.0,0.0,00,1610.0
2003,0,0,5,2,21.0,0,0.0,1433.0,0.0,1234.0,0.0,02,2667.0
2004,0,1,6,2,7.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2006,0,0,5,2,15.0,0,0.0,951.0,128.0,0.0,0.0,02,1079.0
2008,0,0,5,2,13.0,0,579.0,226.0,61.0,1.0,7.0,02,874.0
2009,1,1,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2010,0,1,6,1,38.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2011,0,0,5,2,45.0,0,2138.0,0.0,0.0,659.0,0.0,02,2797.0
2013,0,0,6,2,19.0,0,78.0,0.0,0.0,550.0,0.0,02,628.0
2014,0,0,5,2,49.0,0,651.0,25.0,0.0,849.0,2.0,02,1527.0
2015,0,0,5,2,21.0,0,0.0,820.0,0.0,45.0,0.0,02,865.0
2016,0,0,5,2,18.0,0,0.0,402.0,2027.0,0.0,0.0,02,2429.0
2017,2,1,5,2,43.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2018,2,1,5,1,27.0,0,0.0,0.0,0.0,0.0,0.0,21,0.0
2019,2,0,5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2020,0,0,6,2,27.0,0,0.0,0.0,6.0,745.0,22.0,02,773.0
2023,2,1,5,2,35.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2024,2,0,5,2,20.0,0,212.0,0.0,991.0,0.0,13.0,22,1216.0
2025,0,0,5,2,24.0,0,388.0,0.0,7.0,409.0,0.0,02,804.0
2026,0,0,6,2,41.0,0,2.0,0.0,551.0,5577.0,68.0,02,6198.0
2027,0,0,6,1,23.0,0,0.0,774.0,0.0,0.0,0.0,01,774.0
2028,0,1,6,1,27.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2029,0,1,6,0,58.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
2031,1,0,2,2,30.0,0,437.0,3585.0,0.0,4488.0,281.0,12,8791.0
2032,0,0,5,0,24.0,0,1.0,0.0,0.0,318.0,247.0,00,566.0
2033,1,0,1,2,31.0,0,46.0,1935.0,0.0,995.0,1254.0,12,4230.0
2034,2,0,5,1,46.0,0,607.0,0.0,41.0,334.0,251.0,21,1233.0
2035,2,0,5,2,20.0,0,938.0,59.0,31.0,12.0,0.0,22,1040.0
2036,0,1,6,2,20.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2037,0,0,5,2,30.0,0,0.0,236.0,0.0,1149.0,0.0,02,1385.0
2038,0,0,5,0,24.0,0,0.0,421.0,0.0,207.0,63.0,00,691.0
2041,2,1,5,2,48.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2042,0,0,5,1,25.0,0,0.0,0.0,619.0,0.0,70.0,01,689.0
2043,0,1,6,2,43.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2044,0,0,5,2,27.0,0,0.0,280.0,119.0,646.0,5.0,02,1050.0
2046,1,0,1,0,26.0,0,26.0,4587.0,0.0,102.0,0.0,10,4715.0
2047,1,1,1,2,37.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2048,1,0,1,0,42.0,0,0.0,1180.0,0.0,2677.0,283.0,10,4140.0
2049,0,0,4,0,61.0,0,0.0,654.0,902.0,0.0,68.0,00,1624.0
2050,2,0,5,2,29.0,0,1443.0,1108.0,47.0,0.0,0.0,22,2598.0
2052,2,0,5,2,51.0,0,1671.0,0.0,17.0,0.0,0.0,22,1688.0
2053,2,0,3,2,43.0,0,2019.0,0.0,560.0,0.0,0.0,22,2579.0
2054,1,1,1,0,25.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2055,0,0,4,2,31.0,0,0.0,0.0,187.0,602.0,0.0,02,789.0
2056,0,0,5,1,13.0,0,0.0,14.0,857.0,0.0,72.0,01,943.0
2057,0,0,6,2,20.0,0,546.0,0.0,228.0,0.0,0.0,02,774.0
2058,0,0,5,2,29.0,0,1356.0,20.0,0.0,13.0,0.0,02,1389.0
2059,0,1,6,2,16.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2060,0,0,5,2,15.0,0,0.0,2347.0,0.0,380.0,0.0,02,2727.0
2061,0,0,5,2,50.0,0,0.0,5.0,0.0,2170.0,0.0,02,2175.0
2062,1,0,0,2,43.0,0,2.0,2229.0,33.0,6.0,198.0,12,2468.0
2063,1,1,0,2,32.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2066,0,0,6,2,47.0,0,0.0,0.0,880.0,0.0,2.0,02,882.0
2067,0,1,6,1,29.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2069,0,0,5,2,14.0,0,0.0,600.0,0.0,204.0,0.0,02,804.0
2070,0,1,6,1,25.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2072,0,0,5,2,22.0,0,48.0,329.0,182.0,26.0,154.0,02,739.0
2073,2,0,4,2,32.0,0,2.0,416.0,26.0,510.0,0.0,22,954.0
2074,0,0,5,0,31.0,0,0.0,14.0,671.0,1.0,3.0,00,689.0
2075,0,0,5,2,24.0,0,0.0,1220.0,0.0,140.0,0.0,02,1360.0
2076,0,0,6,2,39.0,0,9.0,18.0,0.0,2.0,878.0,02,907.0
2077,2,1,5,0,20.0,0,0.0,0.0,0.0,0.0,0.0,20,0.0
2078,2,0,4,2,19.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2081,2,1,5,0,17.0,0,0.0,0.0,0.0,0.0,0.0,20,0.0
2083,0,0,5,2,27.0,0,203.0,539.0,0.0,0.0,0.0,02,742.0
2084,1,0,2,0,28.0,0,0.0,162.0,741.0,3733.0,99.0,10,4735.0
2085,1,1,2,2,41.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2086,1,1,0,0,25.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2087,0,0,5,1,26.0,0,93.0,0.0,469.0,0.0,0.0,01,562.0
2088,0,0,5,2,27.0,0,485.0,1109.0,921.0,0.0,1.0,02,2516.0
2089,0,0,6,2,22.0,0,38.0,483.0,80.0,47.0,121.0,02,769.0
2090,1,0,0,0,62.0,0,320.0,1179.0,756.0,4996.0,85.0,10,7336.0
2091,1,0,0,2,58.0,0,2.0,1.0,14.0,2.0,1153.0,12,1172.0
2093,0,0,6,2,54.0,0,701.0,32.0,171.0,8.0,0.0,02,912.0
2094,0,0,5,2,26.0,0,0.0,10.0,0.0,702.0,1.0,02,713.0
2095,1,1,2,0,44.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2096,1,1,2,2,34.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2097,0,1,6,2,47.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2099,1,1,1,0,22.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2101,0,0,5,2,29.0,0,0.0,0.0,885.0,0.0,0.0,02,885.0
2102,0,0,6,0,43.0,0,485.0,4.0,136.0,48.0,0.0,00,673.0
2103,0,0,5,2,42.0,0,0.0,0.0,32.0,772.0,0.0,02,804.0
2104,0,0,5,2,39.0,0,0.0,0.0,13.0,0.0,868.0,02,881.0
2105,2,0,5,2,30.0,0,616.0,0.0,185.0,210.0,475.0,22,1486.0
2106,2,0,4,2,43.0,0,2318.0,0.0,647.0,81.0,0.0,22,3046.0
2107,0,1,6,2,19.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2108,2,1,5,2,26.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2109,2,0,5,2,46.0,0,171.0,0.0,1257.0,5.0,0.0,22,1433.0
2110,0,0,6,2,3.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2112,0,0,6,2,1.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2113,0,0,4,2,22.0,0,0.0,0.0,0.0,10.0,778.0,02,788.0
2114,1,1,2,0,27.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2115,1,1,2,0,28.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2116,2,0,5,1,36.0,0,241.0,0.0,670.0,0.0,0.0,21,911.0
2117,0,0,6,2,19.0,0,26.0,313.0,470.0,0.0,0.0,02,809.0
2120,1,0,1,2,18.0,0,20.0,1064.0,0.0,0.0,11643.0,12,12727.0
2121,0,0,4,2,6.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2123,2,0,5,2,18.0,0,262.0,302.0,1127.0,4225.0,0.0,22,5916.0
2125,0,0,4,2,22.0,0,12.0,746.0,802.0,58.0,0.0,02,1618.0
2126,2,0,5,2,37.0,0,20.0,0.0,2559.0,20.0,0.0,22,2599.0
2128,0,0,6,2,36.0,0,3.0,0.0,435.0,8.0,277.0,02,723.0
2129,0,0,5,0,46.0,0,426.0,37.0,0.0,0.0,568.0,00,1031.0
2131,0,0,5,2,37.0,0,0.0,8.0,70.0,360.0,258.0,02,696.0
2134,2,0,5,2,35.0,0,174.0,0.0,381.0,0.0,62.0,22,617.0
2137,0,0,5,2,23.0,0,1010.0,0.0,33.0,10.0,0.0,02,1053.0
2139,0,0,5,0,24.0,0,1367.0,0.0,1.0,0.0,0.0,00,1368.0
2140,1,0,0,2,54.0,1,0.0,3381.0,0.0,4463.0,34.0,12,7878.0
2141,2,0,5,0,52.0,0,1377.0,0.0,32.0,22.0,0.0,20,1431.0
2142,0,1,6,2,60.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2143,1,0,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2145,1,0,2,2,22.0,0,0.0,297.0,3.0,676.0,2924.0,12,3900.0
2146,1,0,2,0,27.0,0,0.0,12077.0,0.0,75.0,0.0,10,12152.0
2147,1,1,2,0,48.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2148,1,0,2,0,47.0,0,1320.0,428.0,4.0,24.0,0.0,10,1776.0
2149,1,1,3,2,25.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2150,1,0,3,0,49.0,0,9.0,2426.0,95.0,1249.0,168.0,10,3947.0
2151,1,0,3,2,33.0,0,0.0,2012.0,1.0,9124.0,4.0,12,11141.0
2152,1,0,3,2,67.0,0,0.0,4715.0,0.0,599.0,6.0,12,5320.0
2153,0,1,6,1,5.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2154,1,1,3,0,60.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2155,1,1,3,2,56.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2156,1,0,3,2,59.0,0,0.0,2210.0,0.0,4085.0,11.0,12,6306.0
2157,1,1,3,2,44.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2158,0,0,6,2,33.0,0,0.0,763.0,1.0,66.0,84.0,02,914.0
2160,2,0,5,2,29.0,0,1365.0,0.0,791.0,210.0,0.0,22,2366.0
2161,0,1,6,2,13.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2162,1,1,1,0,34.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2163,0,1,6,1,45.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2164,0,0,6,2,39.0,0,0.0,454.0,0.0,454.0,0.0,02,908.0
2165,0,0,5,2,18.0,0,128.0,37.0,626.0,0.0,5.0,02,796.0
2168,0,1,6,1,25.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2169,0,1,6,1,22.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2170,1,0,1,2,32.0,0,0.0,4106.0,388.0,892.0,2.0,12,5388.0
2172,0,0,5,2,21.0,0,556.0,0.0,20.0,1589.0,0.0,02,2165.0
2173,2,0,4,2,16.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2174,1,1,0,0,45.0,0,0.0,0.0,0.0,0.0,0.0,10,0.0
2175,1,0,0,2,44.0,1,1409.0,910.0,17.0,1452.0,3782.0,12,7570.0
2176,0,1,6,0,27.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
2177,0,0,5,2,26.0,0,14.0,0.0,0.0,857.0,0.0,02,871.0
2178,2,0,5,2,46.0,0,1290.0,0.0,57.0,0.0,0.0,22,1347.0
2179,0,0,5,1,24.0,0,0.0,0.0,648.0,0.0,0.0,01,648.0
2180,0,0,5,2,15.0,0,0.0,785.0,0.0,0.0,0.0,02,785.0
2183,0,1,6,2,11.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2184,0,1,6,2,7.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2185,0,1,6,1,0.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2186,0,1,6,0,15.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
2189,1,0,3,0,44.0,1,0.0,1223.0,78.0,1418.0,1239.0,10,3958.0
2190,0,0,6,2,35.0,0,0.0,722.0,0.0,0.0,185.0,02,907.0
2192,0,0,5,0,13.0,0,880.0,0.0,0.0,0.0,0.0,00,880.0
2193,2,0,3,2,45.0,1,773.0,82.0,0.0,6.0,0.0,22,861.0
2196,0,0,4,2,20.0,0,0.0,409.0,994.0,215.0,0.0,02,1618.0
2197,0,1,6,2,24.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2198,0,1,6,1,3.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2200,1,0,2,2,28.0,0,2416.0,8926.0,41.0,1.0,462.0,12,11846.0
2201,0,0,6,2,44.0,0,0.0,4.0,6.0,864.0,33.0,02,907.0
2203,2,1,5,2,35.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2204,0,0,5,2,19.0,0,0.0,0.0,1.0,644.0,0.0,02,645.0
2205,2,0,4,2,22.0,0,579.0,0.0,267.0,0.0,108.0,22,954.0
2206,0,0,5,2,30.0,0,3.0,0.0,880.0,0.0,40.0,02,923.0
2207,1,0,3,2,36.0,0,0.0,4756.0,0.0,7818.0,96.0,12,12670.0
2208,2,0,4,2,20.0,0,464.0,0.0,1432.0,0.0,0.0,22,1896.0
2209,0,0,6,0,22.0,0,0.0,0.0,659.0,94.0,0.0,00,753.0
2210,0,0,5,0,22.0,0,0.0,30.0,0.0,0.0,673.0,00,703.0
2211,1,1,2,1,32.0,0,0.0,0.0,0.0,0.0,0.0,11,0.0
2212,0,0,5,2,35.0,0,194.0,0.0,678.0,0.0,0.0,02,872.0
2213,0,0,5,0,41.0,0,0.0,33.0,0.0,1324.0,0.0,00,1357.0
2214,0,1,6,2,57.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2215,0,1,6,1,3.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2216,0,0,6,0,11.0,0,0.0,0.0,0.0,0.0,0.0,00,0.0
2217,0,0,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2221,2,0,5,2,23.0,0,1773.0,0.0,78.0,0.0,3.0,22,1854.0
2223,0,0,6,2,22.0,0,0.0,46.0,0.0,676.0,0.0,02,722.0
2225,0,0,4,2,20.0,0,768.0,19.0,0.0,1.0,0.0,02,788.0
2228,0,0,4,2,46.0,0,0.0,557.0,0.0,287.0,781.0,02,1625.0
2229,0,0,6,2,30.0,0,854.0,0.0,30.0,0.0,0.0,02,884.0
2230,0,0,6,0,36.0,0,0.0,810.0,0.0,0.0,0.0,00,810.0
2231,0,0,5,2,21.0,0,0.0,780.0,44.0,0.0,5.0,02,829.0
2232,2,0,4,2,25.0,1,854.0,0.0,319.0,0.0,0.0,22,1173.0
2233,0,1,6,1,42.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2236,1,0,2,2,29.0,0,0.0,544.0,7.0,2650.0,1561.0,12,4762.0
2237,1,1,2,2,17.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2238,1,0,2,0,36.0,0,828.0,5553.0,130.0,47.0,1171.0,10,7729.0
2240,2,1,5,2,18.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2241,0,0,5,0,22.0,0,292.0,395.0,0.0,0.0,3.0,00,690.0
2242,0,1,6,2,22.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2245,0,1,6,2,24.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2246,0,1,6,1,18.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
2247,1,0,7,2,42.0,0,0.0,1829.0,2.0,3133.0,2447.0,12,7411.0
2248,0,0,6,2,43.0,0,9.0,0.0,1079.0,0.0,729.0,02,1817.0
2249,0,0,6,2,32.0,0,11.0,31.0,0.0,836.0,9.0,02,887.0
2250,0,1,6,2,15.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2252,0,1,6,2,20.0,0,0.0,0.0,0.0,0.0,0.0,02,0.0
2253,0,0,6,2,34.0,0,34.0,223.0,1559.0,0.0,0.0,02,1816.0
2254,2,1,5,2,70.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2255,2,1,5,2,18.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2256,1,1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,12,0.0
2257,0,0,5,2,17.0,0,112.0,56.0,332.0,0.0,606.0,02,1106.0
2258,0,0,5,2,13.0,0,0.0,2.0,0.0,566.0,208.0,02,776.0
2261,0,0,5,2,33.0,0,4.0,0.0,28.0,0.0,2757.0,02,2789.0
2263,2,1,5,2,23.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2264,0,0,5,2,24.0,0,227.0,537.0,13.0,0.0,0.0,02,777.0
2265,0,0,5,0,17.0,0,0.0,11.0,493.0,0.0,372.0,00,876.0
2268,0,0,5,0,43.0,0,6.0,236.0,3.0,448.0,54.0,00,747.0
2270,0,0,5,2,33.0,0,0.0,0.0,661.0,0.0,94.0,02,755.0
2271,2,1,5,2,28.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2272,2,1,4,2,27.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2273,2,1,5,2,7.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2276,2,1,4,2,27.0,0,0.0,0.0,0.0,0.0,0.0,22,0.0
2277,0,0,5,2,19.0,0,0.0,0.0,0.0,157.0,644.0,02,801.0
2278,2,0,5,2,42.0,0,554.0,0.0,1168.0,0.0,275.0,22,1997.0
2279,0,1,6,1,13.0,0,0.0,0.0,0.0,0.0,0.0,01,0.0
